loan_id,user_id,count
faae42c8495ce807,c84eeeeaf5e54b50,0
88b828ef889fcbd9,874e1cb026cd5c57,0
191a64c952a9395f,2929751814ab8225,0
5738116f9eed575b,50a04d1078fc436b,0
3944f3d769aeebb5,b7eb794d13697bee,0
cb159226706c2532,0ed2ca349cad9751,0
0438c6d399ac40c2,63d9e6529fd43a1b,0
2022c940d1b86ea0,cbde9f92e2890187,0
ca6e0ec20dbe5f8e,0d892547cca9dd82,0
632ece74fd034218,be221012490662dc,0
e017cca23a0c33ce,c8bfa54b6982ffdc,0
2965914c5a531c65,09df62c60bc3a38e,0
7231422834f8275c,0d9a015413c67a42,0
574e607e6fe85eab,0741b4a5db0e1f79,0
cf1c3893689a3869,d73acf729d5c9c98,0
6ee5782446763a45,3b5df6d18cf714e6,0
37a90eb250fdccf6,2026b2ce39928807,0
c14fc98be7b03453,1150dcebaa5332f1,0
6d6de9522fd3fd3b,55bb5ed80782b231,0
0e31e2cddec09b74,5bb4a4f0186dde49,0
8338b2f5fac4050b,5b246b0036680e73,0
54d5e175a0958711,4f5cf8bc741c7500,0
a23b23b8ff672470,f9408c50d1404bb6,0
de9688ee9166b47a,cee45aa3799a5b93,0
0780a49b7badcaed,ddc1d638af3a5a7c,0
eb063f5ff4472ec7,893c94c3fd4d29f6,0
1c6e426e935c8802,13199180770ca357,0
6e0ba0306f66ff2a,0acff0ef37bf7148,0
c737eaab65745832,b50fdccbaf0a8522,0
b25ea89c7cbd24af,a2da0896ca1fd7c2,0
e993c2e1722e8629,2e455f358f024dc2,0
9f652c61c33620a2,78322b72a0bca780,0
a7a7b221208fc3a7,fca781bdf090063a,0
4212bd5246255997,79cd4558efc69583,0
4a5abaf798210d34,8dcd6635047a1724,0
fb5fc7ad6ffec975,03e2b4ed1cc1ae5c,0
e2f6d30fb9aa8047,1b3e8787a8e2ccb7,0
304cafd3cae72cde,9aa63d0b95588cde,0
7aeac497a61a2bc1,f7f305e4e285458a,0
e90d706ecc7d84b1,495dffdaffd84111,0
8cf2623c44f86239,f98ea5224c090508,0
a485022809aa8773,68c3394dd45e83fd,0
87affd14522d1a0e,99b2f9a1eb117bec,0
382924675f2ced8b,fa9827c75a5d218d,0
d2d5a931caad5435,ec4142eb85f0ea26,0
0afc246c1eda7ab6,a53e30358f0797ad,0
af51791ed14e8d65,47588e54dff7d509,0
54155c9d7966407d,1814367fcc1f03f6,0
57042f29a7752ba3,737918b310e07c8f,0
5fd8cddefcab67fe,5d847f7af87ac27e,0
d808aa93efba968a,72eef9b04426df9a,0
c423132dbfc95cce,3c62eca99f5c1753,0
a30e8a4c7f0bff21,f1fa30b95e30952b,0
f8d34a08d182bbc0,f32c49894643ee6b,0
decd54f738786a82,4e66fdeef11a7cfc,0
40da769a7ff383ee,cc7db710f81171fb,0
78df6a30d3e3c680,c1ccae5aa62219c3,0
acd05053bac2ed04,3a4f9d1b219c2741,0
41d301b0d8e7dd62,29147154f9266bf3,0
b513c591e4a7ce8c,e05ed8e28ed34733,0
2ab9bc2a6a8471a2,ea502299fff023fd,0
41d26fb2af2c626f,cfb3c74ec6bdbddb,0
82b608e4fcd96408,9e309191d98e483d,0
1650c400b89311d0,963df3c7b01d227c,0
1e44df7960994516,181b6a321522cec2,0
03439402fb465425,9a3e95a71bf571a5,0
009d9abfd37a375e,53854457ad48daae,0
430d7fe8f09bc6dc,7f222504849d1e7e,0
4dbae3fc5d9a39e9,efe50da70461823b,0
40579a38676f2597,c08000acdf22d3f5,0
7ce6fd53a4a4b9d3,e8fedb42fc3cbe26,0
9591a82f19a818bb,c947490f7bf9d9a4,0
de2944b179fd7e1a,2f22b0864ff9f789,0
20df2046df3a4f00,70ef1d602ec48d94,0
92ccb005c93fe70a,047737b61cfb41e6,0
9387bd94f6cf00c9,5ec4a67d3a164994,0
f6d209a02da7e72a,340ffa6862cb4d85,0
1f8a155cc190ca51,604d72496da1905a,0
6a09ff863048a301,0913b450b78f9b9a,0
21499f2854fd782e,7ac78bf107a12611,0
55365545c193dae9,55bb5ed80782b231,0
71e05762296461e0,17d2757320aafd47,0
03bc14467e60371f,589995f999338a14,0
a832756f3bc31a9a,1db89dbd73d9a36f,0
fbc8d53871d9b28c,3762115e85f87413,0
4790cdaa068466bb,a20e7574ecae06c5,0
f8b62d52f092e815,0946476359329a94,0
54847a146ae8fc33,5529dcd6a155692c,0
2d5822a5d9b3e156,e289609e4fd2ea4d,0
ff78b91fe1ff1fec,655fcab7eb0abf55,0
0308ff97c7fe3cbc,ac3eb33a785604c9,0
9a8f944c4588fdb4,3f9f3d0d85139c7c,0
5db4097a85d16b15,0285e65ab452ded9,0
0dc16b19ca0565b5,0bd6207eb9e44b94,0
45c729ee56f385ea,25186b688dde4553,0
1edc8ee7f7dbb290,99b2f9a1eb117bec,0
a4d60215e53b5bc3,103a9c2c39f62f81,0
d3ea30ec84f668f2,3c62eca99f5c1753,0
f22f0be50636c1a8,9e309191d98e483d,0
7271c4e4168aef51,0ee33e76619b5405,0
10fa9a35ea2a4233,a8a315c4d9b576bb,0
461b3c6ac980d3e5,296af6fd1d60dc22,0
6de2b418c71a5c52,6f7a332eedcef725,0
1c9d950234cb465f,64e4b654e8993113,0
3c66479d9f31e04c,e9f6c611f6c1160b,0
9790913a6ecb305b,62d3edff2513e08a,0
